nohup: ignoring input
[23:09:03] === SVD (poison-only) — NO post-fit nudge ===
[23:09:08] Original users: 53,424
[23:09:08] Training baseline SVD on ORIGINAL...
[00:03:22] Scored 49,000/53,424 users for f_Adventure_100_pos7_neg0_sample...
[00:03:24] Scored 50,000/53,424 users for f_Adventure_100_pos7_neg0_sample...
[00:03:26] Scored 51,000/53,424 users for f_Adventure_100_pos7_neg0_sample...
[00:03:29] Scored 52,000/53,424 users for f_Adventure_100_pos7_neg0_sample...
[00:03:31] Scored 53,000/53,424 users for f_Adventure_100_pos7_neg0_sample...
[00:03:35] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[00:03:39] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[00:03:45] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[00:03:48] [6/53] f_Adventure_200_pos7_neg0_sample — loading & training...
[00:10:50] Scored 1,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:10:53] Scored 2,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:10:57] Scored 3,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:10:59] Scored 4,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:03] Scored 5,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:06] Scored 6,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:10] Scored 7,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:13] Scored 8,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:16] Scored 9,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:18] Scored 10,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:21] Scored 11,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:23] Scored 12,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:26] Scored 13,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:30] Scored 14,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:32] Scored 15,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:35] Scored 16,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:37] Scored 17,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:40] Scored 18,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:43] Scored 19,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:46] Scored 20,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:48] Scored 21,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:51] Scored 22,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:53] Scored 23,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:56] Scored 24,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:11:58] Scored 25,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:01] Scored 26,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:04] Scored 27,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:07] Scored 28,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:09] Scored 29,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:12] Scored 30,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:15] Scored 31,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:17] Scored 32,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:20] Scored 33,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:23] Scored 34,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:25] Scored 35,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:28] Scored 36,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:31] Scored 37,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:34] Scored 38,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:36] Scored 39,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:39] Scored 40,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:42] Scored 41,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:44] Scored 42,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:47] Scored 43,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:49] Scored 44,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:52] Scored 45,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:55] Scored 46,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:12:57] Scored 47,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:01] Scored 48,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:03] Scored 49,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:06] Scored 50,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:08] Scored 51,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:11] Scored 52,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:13] Scored 53,000/53,424 users for f_Adventure_200_pos7_neg0_sample...
[00:13:17] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_200_pos7_neg0_sample_15recommendation.csv (801360 rows)
[00:13:21] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_200_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[00:13:27] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_200_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[00:13:31] [7/53] f_Adventure_25_pos7_neg0_sample — loading & training...
[00:20:25] Scored 1,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:27] Scored 2,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:30] Scored 3,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:32] Scored 4,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:35] Scored 5,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:38] Scored 6,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:40] Scored 7,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:44] Scored 8,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:46] Scored 9,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:49] Scored 10,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:51] Scored 11,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:53] Scored 12,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:55] Scored 13,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:20:58] Scored 14,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:00] Scored 15,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:02] Scored 16,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:05] Scored 17,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:07] Scored 18,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:11] Scored 19,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:15] Scored 20,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:18] Scored 21,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:21] Scored 22,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:23] Scored 23,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:25] Scored 24,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:28] Scored 25,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:30] Scored 26,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:32] Scored 27,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:34] Scored 28,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:37] Scored 29,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:39] Scored 30,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:44] Scored 31,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:46] Scored 32,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:49] Scored 33,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:51] Scored 34,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:53] Scored 35,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:56] Scored 36,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:21:58] Scored 37,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:00] Scored 38,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:02] Scored 39,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:05] Scored 40,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:07] Scored 41,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:09] Scored 42,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:14] Scored 43,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:17] Scored 44,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:19] Scored 45,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:23] Scored 46,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:25] Scored 47,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:27] Scored 48,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:29] Scored 49,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:32] Scored 50,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:34] Scored 51,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:36] Scored 52,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:38] Scored 53,000/53,424 users for f_Adventure_25_pos7_neg0_sample...
[00:22:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_25_pos7_neg0_sample_15recommendation.csv (801360 rows)
[00:22:47] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_25_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[00:22:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_25_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[00:22:57] [8/53] f_Adventure_50_pos7_neg0_sample — loading & training...
[00:30:01] Scored 1,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:04] Scored 2,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:06] Scored 3,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:08] Scored 4,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:10] Scored 5,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:14] Scored 6,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:16] Scored 7,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:18] Scored 8,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:21] Scored 9,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:23] Scored 10,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:26] Scored 11,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:28] Scored 12,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:30] Scored 13,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:32] Scored 14,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:35] Scored 15,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:37] Scored 16,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:40] Scored 17,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:45] Scored 18,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:48] Scored 19,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:50] Scored 20,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:54] Scored 21,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:30:58] Scored 22,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:01] Scored 23,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:04] Scored 24,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:07] Scored 25,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:13] Scored 26,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:16] Scored 27,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:20] Scored 28,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:23] Scored 29,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:28] Scored 30,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:32] Scored 31,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:35] Scored 32,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:38] Scored 33,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:43] Scored 34,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:45] Scored 35,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:48] Scored 36,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:50] Scored 37,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:52] Scored 38,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:54] Scored 39,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:56] Scored 40,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:31:59] Scored 41,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:02] Scored 42,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:04] Scored 43,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:07] Scored 44,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:09] Scored 45,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:12] Scored 46,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:15] Scored 47,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:18] Scored 48,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:21] Scored 49,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:25] Scored 50,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:28] Scored 51,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:32] Scored 52,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:36] Scored 53,000/53,424 users for f_Adventure_50_pos7_neg0_sample...
[00:32:40] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_50_pos7_neg0_sample_15recommendation.csv (801360 rows)
[00:32:45] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_50_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[00:32:51] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Adventure_50_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[00:32:55] [9/53] f_Children_s_100_pos7_neg0_sample — loading & training...
[00:40:24] Scored 1,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:26] Scored 2,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:29] Scored 3,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:31] Scored 4,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:33] Scored 5,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:36] Scored 6,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:41] Scored 7,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:44] Scored 8,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:48] Scored 9,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:50] Scored 10,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:52] Scored 11,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:55] Scored 12,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:57] Scored 13,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:40:59] Scored 14,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:01] Scored 15,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:04] Scored 16,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:07] Scored 17,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:12] Scored 18,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:17] Scored 19,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:20] Scored 20,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:24] Scored 21,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:27] Scored 22,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:30] Scored 23,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:34] Scored 24,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:39] Scored 25,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:42] Scored 26,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:48] Scored 27,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:50] Scored 28,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:52] Scored 29,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:55] Scored 30,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:57] Scored 31,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:41:59] Scored 32,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:01] Scored 33,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:03] Scored 34,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:05] Scored 35,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:09] Scored 36,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:12] Scored 37,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:15] Scored 38,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:20] Scored 39,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:22] Scored 40,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:24] Scored 41,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:26] Scored 42,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:29] Scored 43,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:32] Scored 44,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:35] Scored 45,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:37] Scored 46,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:40] Scored 47,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:42] Scored 48,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:44] Scored 49,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:46] Scored 50,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:48] Scored 51,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:52] Scored 52,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:55] Scored 53,000/53,424 users for f_Children_s_100_pos7_neg0_sample...
[00:42:59] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Children_s_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[00:43:04] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Children_s_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[00:43:09] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Children_s_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[00:43:13] [10/53] f_Children_s_200_pos7_neg0_sample — loading & training...
[00:51:08] Scored 1,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
[00:51:11] Scored 2,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
[00:51:13] Scored 3,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
[00:51:16] Scored 4,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
[00:51:19] Scored 5,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
[00:51:23] Scored 6,000/53,424 users for f_Children_s_200_pos7_neg0_sample...
